id,emptitle,grade,homeownership,issuedate,loanstatus,memberid,purpose,subgrade,term,verificationstatus,annualincome,dti,installment,intrate,loanamount,totalacc,totalpayment
696127,Consilium Wealth Management,D,RENT,9/11/2024,Fully Paid,887269,Debt consolidation,D2,36 months,Source Verified,36000,0.23,332.37,0.1491,9600,19,11965
669574,Chef Geoff's,D,RENT,6/11/2024,Fully Paid,856152,Debt consolidation,D2,36 months,Source Verified,50000,0.2227,630.98,0.1491,18225,15,22602
690191,StreetLight Mission,D,RENT,5/11/2024,Fully Paid,880591,Debt consolidation,D3,36 months,Source Verified,40000,0.1464,348.03,0.1528,10000,23,12525
703237,cds,D,RENT,12/11/2024,Fully Paid,895175,Debt consolidation,D5,36 months,Source Verified,45000,0.2256,578.5,0.1602,16450,12,18069
377316,Slocum Orthopedics P.C.,D,RENT,6/9/2024,Fully Paid,401377,Debt consolidation,D1,36 months,Source Verified,35004,0.1676,205.38,0.1411,6000,23,7412
384355,Major Auto Group,D,RENT,4/9/2024,Fully Paid,415392,Debt consolidation,D3,36 months,Source Verified,54000,0.0462,414.45,0.1474,12000,16,14920
504438,Bare Bones Grill & Brewery,D,RENT,7/10/2024,Fully Paid,649524,Debt consolidation,D2,36 months,Source Verified,39000,0.0889,374.19,0.1496,10800,7,13471
726424,Applied Signal Technology,D,RENT,10/11/2024,Fully Paid,921787,Debt consolidation,D2,36 months,Source Verified,81744,0.172,415.46,0.1491,12000,25,14956
662604,tower water,D,RENT,8/11/2024,Fully Paid,847343,Debt consolidation,D4,36 months,Source Verified,48000,0.0975,419.82,0.1565,12000,10,15114
732530,Applian Technologies,D,RENT,3/11/2024,Fully Paid,928742,Debt consolidation,D5,36 months,Source Verified,130000,0.0877,879.18,0.1602,25000,16,31172
729691,Holy Family Medical Center,D,RENT,8/11/2024,Fully Paid,925498,Debt consolidation,D1,36 months,Source Verified,22812.72,0.2246,142.07,0.1454,4125,15,5045
631207,CloudCrowd,D,RENT,2/11/2024,Fully Paid,808636,Debt consolidation,D3,36 months,Source Verified,110000,0.151,864.56,0.1483,25000,23,31125
600814,Interactive Data Inc.,D,RENT,8/11/2024,Fully Paid,771039,Debt consolidation,D3,36 months,Source Verified,70000,0.1649,348.03,0.1528,10000,19,10375
385834,Altera Corp.,D,RENT,10/9/2024,Fully Paid,417737,Debt consolidation,D3,36 months,Source Verified,101000,0.0642,276.3,0.1474,8000,16,8469
713573,"Cope Community Services Inc.,",D,RENT,6/11/2024,Fully Paid,906824,Debt consolidation,D3,36 months,Source Verified,22800,0.1611,247.97,0.1528,7125,9,8279
377314,Anixter Fasteners,D,RENT,12/9/2024,Fully Paid,401376,Debt consolidation,D2,36 months,Source Verified,21600,0.1839,206.3,0.1442,6000,8,7431
664637,Neighborhood Centers,D,RENT,3/11/2024,Fully Paid,849822,Debt consolidation,D2,36 months,Source Verified,48000,0.1372,346.22,0.1491,10000,15,12465
712574,ViaSat  Inc.,D,RENT,11/11/2024,Fully Paid,905700,Debt consolidation,D2,36 months,Source Verified,69996,0.0749,373.91,0.1491,10800,13,13436
649310,Bernards,D,RENT,4/11/2024,Fully Paid,830702,Debt consolidation,D1,36 months,Source Verified,68500,0.1864,551.05,0.1454,16000,24,19741
391825,"Linda D. Schoonover, P.A.",D,RENT,8/9/2024,Fully Paid,428230,Debt consolidation,D2,36 months,Source Verified,37148.8,0.2213,481.36,0.1442,14000,13,15760
707570,CYSA,D,RENT,10/11/2024,Fully Paid,899940,Debt consolidation,D1,36 months,Source Verified,33000,0.1727,165.32,0.1454,4800,8,5951
704571,PARAGON HONDA,D,RENT,7/11/2024,Fully Paid,896596,Debt consolidation,D3,36 months,Source Verified,65000,0.0474,417.64,0.1528,12000,4,15035
379579,Battelle,D,RENT,3/9/2024,Fully Paid,406169,Debt consolidation,D2,36 months,Source Verified,30000,0.1116,171.92,0.1442,5000,11,6012
666437,"Exelixis, Inc",D,RENT,7/11/2024,Fully Paid,852038,Debt consolidation,D2,36 months,Source Verified,80000,0.1654,692.43,0.1491,20000,27,24559
387784,Fischer & Company,D,RENT,11/9/2024,Fully Paid,420861,Debt consolidation,D2,36 months,Source Verified,30000,0.1804,498.55,0.1442,14500,22,17097
382211,Gloucester County Department of Corrections,D,RENT,1/9/2024,Fully Paid,411430,Debt consolidation,D5,36 months,Source Verified,35004,0.2461,261.35,0.1537,7500,6,8044
376994,Conner Strong,D,RENT,1/9/2024,Fully Paid,400765,Debt consolidation,D5,36 months,Source Verified,63996,0.1545,69.7,0.1537,2000,32,2287
716607,Texas Civil Rights Project,D,RENT,4/11/2024,Fully Paid,910563,Debt consolidation,D5,36 months,Source Verified,32000,0.1613,302.44,0.1602,8600,13,10255
386136,Armstrong Capital,D,RENT,7/9/2024,Fully Paid,418247,Debt consolidation,D1,36 months,Source Verified,85000,0.0392,342.29,0.1411,10000,22,11685
721751,Q-Pay,D,RENT,10/11/2024,Fully Paid,916447,Debt consolidation,D2,36 months,Source Verified,46000,0.1156,242.35,0.1491,7000,18,8725
379948,Pioneer Nutritional,D,RENT,12/9/2024,Fully Paid,406870,Debt consolidation,D2,36 months,Source Verified,35570,0.2463,275.07,0.1442,8000,25,9902
667752,Oregon Health & Science University,D,RENT,12/11/2024,Fully Paid,853655,Debt consolidation,D2,36 months,Source Verified,45000,0.2219,276.98,0.1491,8000,35,8813
699784,"Outdoor Installations, LLC",D,RENT,11/11/2024,Fully Paid,891395,Debt consolidation,D5,36 months,Source Verified,67600,0.0969,351.67,0.1602,10000,29,12261
643336,provident bank,D,RENT,2/11/2024,Fully Paid,823336,Debt consolidation,D1,36 months,Source Verified,54996,0.0676,513.33,0.1409,15000,11,18480
683149,GDH Consulting Professional Svcs Group,D,RENT,5/11/2024,Fully Paid,872437,Debt consolidation,D3,36 months,Source Verified,65000,0.2273,313.23,0.1528,9000,30,11276
709930,UCLA Health System,D,RENT,8/11/2024,Fully Paid,902610,Debt consolidation,D5,36 months,Source Verified,94000,0.0681,175.84,0.1602,5000,13,6283
375042,Antioch Printing,D,RENT,6/9/2024,Fully Paid,396812,Debt consolidation,D5,36 months,Source Verified,39996,0.2016,348.47,0.1537,10000,14,12545
386913,C&S Wholesale Grocers Inc,D,RENT,2/9/2024,Fully Paid,419496,Debt consolidation,D1,36 months,Source Verified,48500,0.2096,405.62,0.1411,11850,21,13501
666097,Market Resource Partners,D,RENT,4/11/2024,Fully Paid,851611,Debt consolidation,D4,36 months,Source Verified,65000,0.0491,349.85,0.1565,10000,12,12590
730439,Empire Merchants LLC,E,RENT,1/11/2024,Fully Paid,926397,Debt consolidation,E2,36 months,Source Verified,95000,0.1228,355.39,0.1677,10000,18,12794
696428,Lexicon Branding,E,RENT,4/11/2024,Fully Paid,887593,Debt consolidation,E5,36 months,Source Verified,100000,0.173,563.04,0.1788,15600,17,20221
659483,CREDO Mobile,E,RENT,8/11/2024,Fully Paid,843454,Debt consolidation,E1,36 months,Source Verified,50000,0.1334,265.17,0.164,7500,20,9546
392575,Walter d.Sullivan,E,RENT,2/9/2024,Fully Paid,429596,Debt consolidation,E2,36 months,Source Verified,43200,0.1108,457.05,0.16,13000,10,16454
732529,"Algentis, LLC",E,RENT,11/11/2024,Fully Paid,928741,Debt consolidation,E5,36 months,Source Verified,100000,0.0018,577.48,0.1788,16000,9,20789
388996,A-C Transit,E,RENT,3/9/2024,Fully Paid,422833,Debt consolidation,E2,36 months,Source Verified,34928.12,0.2109,404.31,0.16,11500,15,14410
378804,"Inforonics, LLC",E,RENT,3/9/2024,Fully Paid,391387,Debt consolidation,E3,36 months,Source Verified,50500,0.1723,459.08,0.1632,13000,20,15906
377077,JPMorgan Chase & Co.,E,RENT,12/9/2024,Fully Paid,386480,Debt consolidation,E1,36 months,Source Verified,55700,0.223,525.03,0.1568,15000,19,18901
381518,ElderHelp of San Diego,E,RENT,6/9/2024,Fully Paid,410066,Debt consolidation,E3,36 months,Source Verified,39000,0.0972,141.26,0.1632,4000,8,5085
388832,Dutch Productions Inc.,E,RENT,1/9/2024,Fully Paid,416096,Debt consolidation,E3,36 months,Source Verified,55000,0.0399,247.2,0.1632,7000,10,8653
650694,Kaiser Permanente,E,RENT,9/11/2024,Fully Paid,832361,Debt consolidation,E2,36 months,Source Verified,50000,0.1296,568.62,0.1677,16000,21,20471
652080,wellsfargo bank,E,RENT,10/11/2024,Fully Paid,834027,Debt consolidation,E3,36 months,Source Verified,36000,0.0977,196.48,0.1714,5500,11,7074
708245,hsbc bank,E,RENT,2/11/2024,Fully Paid,900713,Debt consolidation,E2,36 months,Source Verified,45000,0.0309,177.7,0.1677,5000,10,5682
665076,MTA NEW YORK CITY TRANSIT,E,RENT,4/11/2024,Fully Paid,850346,Debt consolidation,E1,36 months,Source Verified,95400,0.0896,353.55,0.164,10000,15,12729
701975,border foods,F,RENT,12/11/2024,Fully Paid,893813,Debt consolidation,F2,36 months,Source Verified,43560,0.0543,455.81,0.1862,12500,8,15628
716187,Northwestern Mutual,F,RENT,12/11/2024,Fully Paid,909967,Debt consolidation,F1,36 months,Source Verified,50004,0.0295,181.39,0.1825,5000,5,6530
505639,Dr. Douglas Seckendorf,F,RENT,9/10/2024,Fully Paid,651627,Debt consolidation,F1,36 months,Source Verified,40320,0.0682,254.13,0.183,7000,7,9330
379642,Promenet inc,F,RENT,2/9/2024,Fully Paid,406270,Debt consolidation,F2,36 months,Source Verified,65000,0.0862,431.31,0.1758,12000,16,15394
499381,utiliquest inc,C,RENT,1/10/2024,Fully Paid,640964,Debt consolidation,C3,36 months,Source Verified,43200,0.0733,135.7,0.1348,4000,9,4885
651923,Vacation Resorts Intl,B,MORTGAGE,10/11/2024,Fully Paid,833858,Debt consolidation,B2,36 months,Source Verified,70000,0.1359,258.14,0.1,8000,13,9047
374462,Nixa Fire Prot. Dist.,B,MORTGAGE,4/9/2024,Fully Paid,395637,Debt consolidation,B1,36 months,Source Verified,50000,0.0638,163.57,0.1095,5000,14,5878
675864,Synopsys,B,MORTGAGE,7/11/2024,Fully Paid,863715,Debt consolidation,B3,36 months,Source Verified,145000,0.1833,389.3,0.1037,12000,33,13413
654824,Connecture Inc,B,MORTGAGE,12/11/2024,Fully Paid,837407,Debt consolidation,B5,36 months,Source Verified,95000,0.1602,590.24,0.1111,18000,34,18169
500286,AAA Cooper Transportation,B,MORTGAGE,10/10/2024,Fully Paid,642464,Debt consolidation,B5,36 months,Source Verified,70000,0.0785,157.98,0.1136,4800,19,5305
659409,"Progressive Machinery, Inc.",B,MORTGAGE,10/11/2024,Fully Paid,843354,Debt consolidation,B2,36 months,Source Verified,60000,0.1232,387.21,0.1,12000,21,13940
662674,city of richland,C,MORTGAGE,5/11/2024,Fully Paid,847431,Debt consolidation,C1,36 months,Source Verified,35000,0.0593,268.33,0.1268,8000,24,9481
656099,Human Services Center,C,MORTGAGE,8/11/2024,Fully Paid,839152,Debt consolidation,C2,36 months,Source Verified,36000,0.1727,161.87,0.1306,4800,22,5717
668278,Evergreen Packaging,C,MORTGAGE,2/11/2024,Fully Paid,854440,Debt consolidation,C2,36 months,Source Verified,42500,0.1067,269.79,0.1306,8000,25,9712
642432,St Tammany Fire Protection Dist 1,C,MORTGAGE,5/11/2024,Fully Paid,822282,Debt consolidation,C5,36 months,Source Verified,95000,0.0854,81.71,0.1372,2400,15,2991
677108,Morries Brooklyn Park Subaru,C,MORTGAGE,5/11/2024,Fully Paid,865164,Debt consolidation,C3,36 months,Source Verified,55000,0.2345,169.51,0.1343,5000,22,6102
652371,KSU Foundation,B,OWN,9/11/2024,Fully Paid,834354,Debt consolidation,B3,36 months,Source Verified,14400,0.0508,180.05,0.1037,5550,13,6428
706794,Home town services,B,OWN,12/11/2024,Fully Paid,899050,Debt consolidation,B3,36 months,Source Verified,24000,0.148,259.53,0.1037,8000,13,9343
710662,First Christian Church,B,RENT,2/11/2024,Fully Paid,903434,Debt consolidation,B2,36 months,Source Verified,30000,0.1024,516.28,0.1,16000,28,18332
681752,IKEA,B,RENT,4/11/2024,Fully Paid,870824,Debt consolidation,B4,36 months,Source Verified,58000,0.0153,130.47,0.1074,4000,10,4820
718570,national oilwell varco,B,RENT,2/11/2024,Fully Paid,912807,Debt consolidation,B5,36 months,Source Verified,43200,0.0956,131.17,0.1111,4000,17,4722
681967,City of Warrenton,B,RENT,7/11/2024,Fully Paid,871072,Debt consolidation,B4,36 months,Source Verified,56324,0.1728,404.44,0.1074,12400,23,14560
709248,Janesvillw Acoustics,B,RENT,8/11/2024,Fully Paid,901848,Debt consolidation,B5,36 months,Source Verified,21888,0.1782,216.42,0.1111,6600,17,7791
682295,East County Tow,B,RENT,4/11/2024,Fully Paid,871438,Debt consolidation,B3,36 months,Source Verified,49000,0.2128,356.86,0.1037,11000,13,12739
663394,Latex Pipeline Corporation,B,RENT,3/11/2024,Fully Paid,848285,Debt consolidation,B3,36 months,Source Verified,180000,0.0707,259.53,0.1037,8000,36,9127
673901,Seton Hall University,B,RENT,11/11/2024,Fully Paid,861353,Debt consolidation,B4,36 months,Source Verified,75000,0.068,212.01,0.1074,6500,53,7415
698092,NYULangone Medical Center,B,RENT,6/11/2024,Fully Paid,889497,Debt consolidation,B5,36 months,Source Verified,39860,0.1108,262.33,0.1111,8000,16,9444
709496,Morton Capital Management,B,RENT,5/11/2024,Fully Paid,902121,Debt consolidation,B1,36 months,Source Verified,150000,0.1604,224.66,0.0963,7000,19,7931
719129,St. Lukes Hospital,B,RENT,8/11/2024,Fully Paid,913440,Debt consolidation,B4,36 months,Source Verified,24000,0.173,163.08,0.1074,5000,16,5779
503672,TW Perry,B,RENT,9/10/2024,Fully Paid,648311,Debt consolidation,B3,36 months,Source Verified,53000,0.2407,488.4,0.1062,15000,14,16648
371793,"Comverge, Inc.",C,RENT,10/9/2024,Fully Paid,390046,Debt consolidation,C5,36 months,Source Verified,45000,0.0907,190.83,0.1379,5600,21,6897
506030,UTSouthwestern Medical Center,C,RENT,7/10/2024,Fully Paid,652358,Debt consolidation,C5,36 months,Source Verified,91000,0.1457,548.55,0.1422,16000,28,19748
713509,Walgreens,C,RENT,1/11/2024,Fully Paid,906748,Debt consolidation,C5,36 months,Source Verified,54000,0.1242,51.4,0.1417,1500,13,1685
370852,"Milner, Inc",C,RENT,5/9/2024,Fully Paid,388014,Debt consolidation,C2,36 months,Source Verified,50000,0.186,268.95,0.1284,8000,17,9501
492091,National University,D,RENT,8/10/2024,Fully Paid,629192,Debt consolidation,D1,36 months,Source Verified,22000,0.0944,344.65,0.1459,10000,19,12408
644887,East Windsor Regional School District,A,MORTGAGE,8/11/2024,Charged Off,825198,Debt consolidation,A3,36 months,Verified,98000,0.2085,701.48,0.0617,23000,38,16835
681511,Pratt & Whitney Rocketdyne,A,MORTGAGE,7/11/2024,Charged Off,870541,Debt consolidation,A4,36 months,Verified,125000,0.1984,372.12,0.0729,12000,36,2690
646576,School District of Oconee County,A,MORTGAGE,7/11/2024,Charged Off,827267,Debt consolidation,A5,36 months,Verified,40000,0.1089,377.75,0.0691,12250,22,13153
643182,Riverside County,A,MORTGAGE,5/11/2024,Charged Off,823142,Debt consolidation,A5,36 months,Verified,26400,0.0927,185.02,0.0691,6000,9,924
662367,Medtronic,A,MORTGAGE,4/11/2024,Charged Off,847043,Debt consolidation,A5,36 months,Verified,48000,0.2057,171.49,0.0766,5500,39,2357
682043,Colorado Serenity Magazine,A,MORTGAGE,3/11/2024,Charged Off,871155,Debt consolidation,A2,36 months,Verified,42000,0.0923,326.02,0.0579,10750,26,3250
713534,mckesson,B,MORTGAGE,9/11/2024,Charged Off,906780,Debt consolidation,B4,36 months,Verified,80000,0.2898,782.78,0.1074,24000,32,24805
505253,NIH/NIAID,B,MORTGAGE,6/10/2024,Charged Off,650954,Debt consolidation,B5,36 months,Verified,82000,0.1715,822.78,0.1136,25000,27,14628
375748,Seacost nursing and rehab center,B,MORTGAGE,12/9/2024,Charged Off,398265,Debt consolidation,B5,36 months,Verified,83000,0.1268,359.81,0.1221,10800,33,11568
701569,UNC Greensboro,B,MORTGAGE,10/11/2024,Charged Off,893328,Debt consolidation,B2,36 months,Verified,36300,0.1828,161.34,0.1,5000,27,5669
714006,AT&T,B,MORTGAGE,5/11/2024,Charged Off,907335,Debt consolidation,B5,36 months,Verified,95000,0.296,792.72,0.1111,24175,34,24422
738148,IBM Corp,B,MORTGAGE,1/11/2024,Charged Off,935469,Debt consolidation,B3,36 months,Verified,53000,0.0371,778.59,0.1037,24000,13,17900
373006,Rhode Island Public Transit Authority,B,MORTGAGE,3/9/2024,Charged Off,392486,Debt consolidation,B4,36 months,Verified,88268,0.0734,497.46,0.1189,15000,14,8954
727942,WSP Flack  Kurtz,B,MORTGAGE,6/11/2024,Charged Off,923505,Debt consolidation,B2,36 months,Verified,80004,0.2311,309.77,0.1,9600,38,6165
372267,Bayer LTD and Core Medical Group,B,MORTGAGE,5/9/2024,Charged Off,390939,Debt consolidation,B3,36 months,Verified,140000,0.0832,330.14,0.1158,10000,30,10564
645127,PA Dept. of Corrections,B,MORTGAGE,9/11/2024,Charged Off,825498,Debt consolidation,B3,36 months,Verified,65000,0.2391,441.23,0.0962,13750,44,881
501044,The Boeing Company,B,MORTGAGE,5/10/2024,Charged Off,643804,Debt consolidation,B3,36 months,Verified,70000,0.1617,814,0.1062,25000,32,1033
488657,Envision,B,MORTGAGE,2/10/2024,Charged Off,623292,Debt consolidation,B4,36 months,Verified,98000,0.2102,654.71,0.1099,20000,35,14626
481015,Sol MeliÃƒÂƒÃ‚Â¡ Vacation Club,C,MORTGAGE,12/10/2024,Charged Off,611645,Debt consolidation,C2,36 months,Verified,65000,0.1429,674.9,0.1311,20000,33,23655
662660,Pacific Gas and Electric,C,MORTGAGE,9/11/2024,Charged Off,847411,Debt consolidation,C3,36 months,Verified,98000,0.1026,678.03,0.1343,20000,26,22001
384114,"Infinity Designs, Inc.",C,MORTGAGE,5/9/2024,Charged Off,408328,Debt consolidation,C4,36 months,Verified,184000,0.0728,678.46,0.1347,20000,34,4101
374672,Express Scripts,C,MORTGAGE,4/9/2024,Charged Off,396087,Debt consolidation,C1,36 months,Verified,50000,0.1188,401.6,0.1253,12000,9,802
671761,bristol industries,C,MORTGAGE,3/11/2024,Charged Off,858728,Debt consolidation,C4,36 months,Verified,59000,0.1287,852.02,0.138,25000,35,22151
667933,AT&T,C,MORTGAGE,1/11/2024,Charged Off,853887,Debt consolidation,C5,36 months,Verified,115000,0.1995,685.21,0.1417,20000,30,21737
712485,Spectrum Health,C,MORTGAGE,7/11/2024,Charged Off,905595,Debt consolidation,C5,36 months,Verified,40000,0.2271,137.05,0.1417,4000,11,2717
672042,Fedex Express,C,MORTGAGE,9/11/2024,Charged Off,859123,Debt consolidation,C1,36 months,Verified,51996,0.2359,368.95,0.1268,11000,21,4796
660438,US POST OFFICE,D,MORTGAGE,10/11/2024,Charged Off,844688,Debt consolidation,D1,36 months,Verified,55530,0.1299,551.05,0.1454,16000,11,551
646694,Customs and Border Protection,D,MORTGAGE,4/11/2024,Charged Off,827409,Debt consolidation,D5,36 months,Verified,81000,0.0674,873.63,0.1557,25000,24,27359
392293,Protonex,D,MORTGAGE,8/9/2024,Charged Off,429107,Debt consolidation,D2,36 months,Verified,60000,0.2064,524.34,0.1442,15250,31,4710
666364,las vegas metropolitan police,D,MORTGAGE,10/11/2024,Charged Off,851954,Debt consolidation,D3,36 months,Verified,58000,0.1219,174.02,0.1528,5000,12,1392
376539,Greenleaf Auto Recyclers,E,MORTGAGE,3/9/2024,Charged Off,399754,Debt consolidation,E1,36 months,Verified,85008,0.2216,525.03,0.1568,15000,36,8800
378533,"Gail. H. Goheen, P.C.",E,MORTGAGE,9/9/2024,Charged Off,403869,Debt consolidation,E4,36 months,Verified,59950,0.1115,532.05,0.1663,15000,27,2728
655958,US Army,E,MORTGAGE,3/11/2024,Charged Off,838968,Debt consolidation,E1,36 months,Verified,62400,0.0819,883.88,0.164,25000,33,12956
500302,Internal Revenue Service,F,MORTGAGE,10/10/2024,Charged Off,642500,Debt consolidation,F5,36 months,Verified,123000,0.2258,926.37,0.1979,25000,40,27070
667392,Jasper White Summer Shack,F,MORTGAGE,4/11/2024,Charged Off,853224,Debt consolidation,F5,36 months,Verified,95000,0.1406,666.57,0.1974,18000,17,15560
371341,costco wholesale,D,MORTGAGE,2/9/2024,Charged Off,384265,Debt consolidation,D3,36 months,Verified,65004,0.221,518.06,0.1474,15000,38,13979
713169,Enviro Supply and Service,B,OWN,10/11/2024,Charged Off,906362,Debt consolidation,B4,36 months,Verified,19200,0.1263,301.7,0.1074,9250,9,1509
657334,Phoenix Sky Harbor Airport Transportation,A,RENT,2/11/2024,Charged Off,464033,Debt consolidation,A5,36 months,Verified,20800,0.0087,222.02,0.0691,7200,10,7028
707182,us postal service,A,RENT,4/11/2024,Charged Off,899499,Debt consolidation,A1,36 months,Verified,57000,0.1284,301.6,0.0542,10000,32,9812
661618,City of Ponca City,A,RENT,8/11/2024,Charged Off,846128,Debt consolidation,A5,36 months,Verified,14400,0.1575,216.7,0.0766,6950,11,1405
662255,Comcast Cable,A,RENT,3/11/2024,Charged Off,846914,Debt consolidation,A3,36 months,Verified,75000,0.1875,262.15,0.0692,8500,32,8431
395683,HEB,A,RENT,12/9/2024,Charged Off,435395,Debt consolidation,A3,36 months,Verified,31200,0.0762,313.37,0.08,10000,23,10740
377365,Trademark Imports,A,RENT,10/9/2024,Charged Off,401473,Debt consolidation,A5,36 months,Verified,78996,0.199,320.95,0.0963,10000,15,2618
652585,Talent Partner,B,RENT,8/11/2024,Charged Off,834600,Debt consolidation,B3,36 months,Verified,30000,0.2088,324.42,0.1037,10000,17,5724
499498,Dept. of Education,B,RENT,2/10/2024,Charged Off,641119,Debt consolidation,B4,36 months,Verified,75000,0.2091,654.71,0.1099,20000,30,14098
700083,Metropolitan Transportation Authority,B,RENT,2/11/2024,Charged Off,891728,Debt consolidation,B3,36 months,Verified,60000,0.0302,324.42,0.1037,10000,15,7375
689115,nyc transit,B,RENT,3/11/2024,Charged Off,879325,Debt consolidation,B2,36 months,Verified,48000,0.1068,45.18,0.1,1400,17,355
502105,Releana Corp,B,RENT,3/10/2024,Charged Off,645555,Debt consolidation,B4,36 months,Verified,100000,0.134,818.38,0.1099,25000,34,15548
378049,super Foodtown,B,RENT,12/9/2024,Charged Off,402736,Debt consolidation,B4,36 months,Verified,21000,0.0857,215.57,0.1189,6500,10,1960
727397,Kaiser Permanente,B,RENT,12/11/2024,Charged Off,922889,Debt consolidation,B4,36 months,Verified,55000,0.1929,228.32,0.1074,7000,14,6603
640082,Academy for Urban Leadership,B,RENT,11/11/2024,Charged Off,819397,Debt consolidation,B5,36 months,Verified,50004,0.1632,810.92,0.1036,25000,23,21527
378902,Eastridge Infotech,C,RENT,2/9/2024,Charged Off,404661,Debt consolidation,C4,36 months,Verified,51996,0.1244,441,0.1347,13000,8,7409
706981,TD Bank,C,RENT,12/11/2024,Charged Off,899270,Debt consolidation,C2,36 months,Verified,30000,0.2208,222.58,0.1306,6600,14,3273
737579,Trident Security Inc,C,RENT,12/11/2024,Charged Off,934783,Debt consolidation,C2,36 months,Verified,21600,0.0678,168.62,0.1306,5000,5,2704
377380,Cohen Pollock Merlin  and  Small  P.C.,C,RENT,9/9/2024,Charged Off,401499,Debt consolidation,C4,36 months,Verified,57780,0.1774,407.08,0.1347,12000,14,4877
375937,The Corcoran Group,C,RENT,10/9/2024,Charged Off,398631,Debt consolidation,C4,36 months,Verified,95004,0.1189,508.84,0.1347,15000,19,6119
376845,Halfaker and Associates,C,RENT,11/9/2024,Charged Off,400439,Debt consolidation,C4,36 months,Verified,60000,0.1786,135.7,0.1347,4000,16,444
381474,Pinnacle Data Systems,C,RENT,2/9/2024,Charged Off,409975,Debt consolidation,C5,36 months,Verified,37008,0.1346,408.91,0.1379,12000,24,11855
388417,"Carter Oil Company, Inc.",C,RENT,10/9/2024,Charged Off,421842,Debt consolidation,C5,36 months,Verified,45000,0.2475,286.24,0.1379,8400,10,10430
504580,Universal Protection Services,C,RENT,3/10/2024,Charged Off,649757,Debt consolidation,C3,36 months,Verified,25200,0.0432,407.09,0.1348,12000,8,8956
650236,Walmart,C,RENT,4/11/2024,Charged Off,831788,Debt consolidation,C4,36 months,Verified,12000,0.133,136.33,0.138,4000,5,1236
300383,Professional Polymers,C,RENT,1/8/2024,Charged Off,300380,Debt consolidation,C2,36 months,Verified,45000,0.0875,263.2,0.1134,8000,12,5691
643083,citigroup,C,RENT,10/11/2024,Charged Off,823027,Debt consolidation,C5,36 months,Verified,28000,0.1221,170.21,0.1372,5000,16,1408
494025,Hertz rent a car,C,RENT,6/10/2024,Charged Off,632290,Debt consolidation,C2,36 months,Verified,49000,0.2122,742.39,0.1311,22000,39,13736
644396,Best Buy,C,RENT,1/11/2024,Charged Off,824593,Debt consolidation,C4,36 months,Verified,15996,0.1703,135.46,0.1335,4000,8,3980
660734,RedVentures,C,RENT,8/11/2024,Charged Off,845052,Debt consolidation,C3,36 months,Verified,68000,0.18,77.98,0.1343,2300,15,330
690315,IgGAmerica,C,RENT,6/11/2024,Charged Off,880726,Debt consolidation,C1,36 months,Verified,75000,0.2258,402.49,0.1268,12000,17,8004
502094,verizon wireless,C,RENT,12/10/2024,Charged Off,645540,Debt consolidation,C3,36 months,Verified,60000,0.0976,271.4,0.1348,8000,13,8392
645002,Hertz Local Edition,D,RENT,6/11/2024,Charged Off,825347,Debt consolidation,D1,36 months,Verified,60000,0.1004,205.33,0.1409,6000,11,4862
381261,KTU+A,D,RENT,8/9/2024,Charged Off,406417,Debt consolidation,D4,36 months,Verified,82042,0.1654,693.83,0.1505,20000,20,12483
373398,Ft McDowell Casino,D,RENT,8/9/2024,Charged Off,393389,Debt consolidation,D2,36 months,Verified,45000,0.1592,257.87,0.1442,7500,49,7478
657388,Levy Restaurants,D,RENT,1/11/2024,Charged Off,840726,Debt consolidation,D1,36 months,Verified,34000,0.2527,344.41,0.1454,10000,6,5315
484146,New York City Transit,D,RENT,5/10/2024,Charged Off,616330,Debt consolidation,D3,36 months,Verified,71000,0.1575,626.91,0.1533,18000,15,14441
741219,Lowe's,D,RENT,3/11/2024,Charged Off,939067,Debt consolidation,D2,36 months,Verified,21112,0.2205,126.55,0.1599,3600,13,1652
373090,Buckingham PM,D,RENT,11/9/2024,Charged Off,392679,Debt consolidation,D3,36 months,Verified,30000,0.1124,487.84,0.1474,14125,16,1950
372591,primerica,D,RENT,9/9/2024,Charged Off,391594,Debt consolidation,D5,36 months,Verified,135000,0.1812,522.7,0.1537,15000,19,2090
488333,SJ LEVINSON  and  SONS,D,RENT,6/10/2024,Charged Off,622726,Debt consolidation,D1,36 months,Verified,75600,0.201,516.98,0.1459,15000,20,3689
667320,MILLERS EXPRESS,E,RENT,8/11/2024,Charged Off,853134,Debt consolidation,E3,36 months,Verified,19896,0.0959,357.23,0.1714,10000,12,1426
682691,OSU,E,RENT,5/11/2024,Charged Off,871929,Debt consolidation,E1,36 months,Verified,22044,0.2134,154.68,0.164,4375,9,2111
738342,Home Depot,E,RENT,10/11/2024,Charged Off,935696,Debt consolidation,E2,36 months,Verified,10800,0.0889,106.62,0.1677,3000,4,2434
739535,Dechra Veterinary Products,E,RENT,4/11/2024,Charged Off,937114,Debt consolidation,E3,36 months,Verified,75000,0.1048,357.23,0.1714,10000,13,4887
495383,Peer 1,E,RENT,4/10/2024,Charged Off,634535,Debt consolidation,E3,36 months,Verified,45000,0.1013,643.44,0.1719,18000,16,13392
647072,Olive Garden,F,RENT,2/11/2024,Charged Off,827883,Debt consolidation,F1,36 months,Verified,62000,0.1695,725.56,0.1825,20000,32,8801
